site,year,date,jd,jd2,species,detections,weighted_detections,mean_confidence,source_file
AMLA1,2020,2020-08-10,-0.09411258051439415,0.008857177811078322,Mylu,14,14,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-10,-0.09411258051439415,0.008857177811078322,NA,557,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-11,0.2993856336922245,0.08963175766129482,Laci,228,227.84740000000002,0.999330701754386,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-11,0.2993856336922245,0.08963175766129482,Lano,567,566.5439000000005,0.9991955908289242,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-11,0.2993856336922245,0.08963175766129482,Mylu,22,22,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-11,0.2993856336922245,0.08963175766129482,NA,517,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-12,0.692883847898843,0.48008802667910705,Epfu,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-12,0.692883847898843,0.48008802667910705,Laci,410,409.904,0.9997658536585365,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-12,0.692883847898843,0.48008802667910705,Lano,235,234.8601999999999,0.9994051063829787,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-12,0.692883847898843,0.48008802667910705,Myev,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-12,0.692883847898843,0.48008802667910705,Mylu,31,30.9995,0.9999838709677419,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-12,0.692883847898843,0.48008802667910705,NA,566,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-13,1.0863820621054616,1.1802259848645151,Epfu,5,4.9792000000000005,0.99584,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-13,1.0863820621054616,1.1802259848645151,Laci,556,555.9830000000001,0.9999694244604317,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-13,1.0863820621054616,1.1802259848645151,Lano,41,40.9718,0.9993121951219512,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-13,1.0863820621054616,1.1802259848645151,Mylu,64,63.9995,0.9999921875,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-13,1.0863820621054616,1.1802259848645151,Myvo,2,2,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-13,1.0863820621054616,1.1802259848645151,NA,719,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-14,1.4798802763120804,2.1900456322175197,Epfu,6,5.9858,0.9976333333333334,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-14,1.4798802763120804,2.1900456322175197,Laci,296,295.97959999999995,0.9999310810810811,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-14,1.4798802763120804,2.1900456322175197,Lano,43,42.9864,0.9996837209302326,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-14,1.4798802763120804,2.1900456322175197,Mylu,48,47.9998,0.9999958333333333,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-14,1.4798802763120804,2.1900456322175197,NA,490,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2020,2020-08-05,-1.9091917967575422,3.6450133168062924,Laci,10,10,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-05,-1.9091917967575422,3.6450133168062924,Lano,9,8.9977,0.9997444444444444,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-05,-1.9091917967575422,3.6450133168062924,Mylu,15,15,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-05,-1.9091917967575422,3.6450133168062924,NA,149,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,Laci,71,70.96350000000001,0.9994859154929577,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,Lano,63,62.92099999999999,0.9987460317460317,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,Mylu,74,73.9987,0.9999824324324325,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,NA,567,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-07,-1.143590594651496,1.307799448175362,Epfu,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-07,-1.143590594651496,1.307799448175362,Laci,80,79.9956,0.999945,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-07,-1.143590594651496,1.307799448175362,Lano,257,256.71369999999996,0.9988859922178989,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-07,-1.143590594651496,1.307799448175362,Mylu,59,58.9997,0.9999949152542373,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-07,-1.143590594651496,1.307799448175362,NA,539,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-08,-0.7607899935984728,0.5788014143595642,Epfu,3,3,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-08,-0.7607899935984728,0.5788014143595642,Laci,180,179.99049999999997,0.9999472222222222,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-08,-0.7607899935984728,0.5788014143595642,Lano,233,232.84930000000003,0.9993532188841202,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-08,-0.7607899935984728,0.5788014143595642,Myev,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-08,-0.7607899935984728,0.5788014143595642,Mylu,30,29.9998,0.9999933333333333,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-08,-0.7607899935984728,0.5788014143595642,Myvo,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-08,-0.7607899935984728,0.5788014143595642,NA,394,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-09,-0.37798939254544955,0.14287598087687794,Epfu,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-09,-0.37798939254544955,0.14287598087687794,Laci,227,226.98579999999995,0.9999374449339207,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-09,-0.37798939254544955,0.14287598087687794,Lano,134,133.85199999999998,0.9988955223880597,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-09,-0.37798939254544955,0.14287598087687794,Myev,3,3,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-09,-0.37798939254544955,0.14287598087687794,Mylu,23,22.9998,0.9999913043478261,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-09,-0.37798939254544955,0.14287598087687794,NA,329,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-10,0.0048112085075736185,2.3147727303348766e-5,Epfu,3,3,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-10,0.0048112085075736185,2.3147727303348766e-5,Laci,267,266.9378999999999,0.9997674157303371,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-10,0.0048112085075736185,2.3147727303348766e-5,Lano,456,454.9385999999999,0.9976723684210527,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-10,0.0048112085075736185,2.3147727303348766e-5,Myev,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-10,0.0048112085075736185,2.3147727303348766e-5,Mylu,21,21,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-10,0.0048112085075736185,2.3147727303348766e-5,NA,530,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-11,0.38761180956059677,0.15024291491084033,Laci,283,282.81539999999984,0.999347703180212,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-11,0.38761180956059677,0.15024291491084033,Lano,520,519.1458000000003,0.9983573076923077,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-11,0.38761180956059677,0.15024291491084033,Mylu,32,31.9998,0.99999375,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-11,0.38761180956059677,0.15024291491084033,NA,499,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-12,0.77041241061362,0.593535282427489,Laci,439,438.90109999999993,0.999774715261959,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-12,0.77041241061362,0.593535282427489,Lano,227,226.70389999999998,0.9986955947136564,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-12,0.77041241061362,0.593535282427489,Myev,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-12,0.77041241061362,0.593535282427489,Mylu,40,39.9995,0.9999875,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-12,0.77041241061362,0.593535282427489,NA,537,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-13,1.153213011666643,1.329900250277249,Epfu,5,4.9939,0.99878,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-13,1.153213011666643,1.329900250277249,Laci,576,575.9893000000002,0.9999814236111111,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-13,1.153213011666643,1.329900250277249,Lano,40,39.9788,0.99947,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-13,1.153213011666643,1.329900250277249,Mylu,111,110.99909999999998,0.9999918918918919,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-13,1.153213011666643,1.329900250277249,Myvo,2,2,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-13,1.153213011666643,1.329900250277249,NA,653,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-14,1.5360136127196664,2.3593378184601215,Epfu,6,5.9798,0.9966333333333334,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-14,1.5360136127196664,2.3593378184601215,Laci,319,318.9913,0.9999727272727272,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-14,1.5360136127196664,2.3593378184601215,Lano,42,41.9897,0.9997547619047619,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-14,1.5360136127196664,2.3593378184601215,Mylu,61,60.9998,0.9999967213114754,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2020,2020-08-14,1.5360136127196664,2.3593378184601215,NA,455,0,NA,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-05,-1.9091917967575422,3.6450133168062924,Laci,5,5,1,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-05,-1.9091917967575422,3.6450133168062924,Lano,4,3.9996,0.9999,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-05,-1.9091917967575422,3.6450133168062924,Mylu,11,11,1,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-05,-1.9091917967575422,3.6450133168062924,NA,42,0,NA,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,Laci,17,16.9987,0.9999235294117648,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,Lano,12,12,1,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,Myev,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,Mylu,22,21.9994,0.9999727272727272,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,Myvo,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,NA,126,0,NA,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-07,-1.143590594651496,1.307799448175362,Epfu,2,1.9956,0.9978,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-07,-1.143590594651496,1.307799448175362,Laci,9,8.9987,0.9998555555555556,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-07,-1.143590594651496,1.307799448175362,Lano,5,4.998200000000001,0.99964,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-07,-1.143590594651496,1.307799448175362,Myev,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-07,-1.143590594651496,1.307799448175362,Mylu,6,5.9999,0.9999833333333333,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-07,-1.143590594651496,1.307799448175362,Myvo,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-07,-1.143590594651496,1.307799448175362,NA,114,0,NA,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-08,-0.7607899935984728,0.5788014143595642,Laci,20,19.9978,0.9998900000000001,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-08,-0.7607899935984728,0.5788014143595642,Lano,4,3.9972000000000003,0.9993000000000001,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-08,-0.7607899935984728,0.5788014143595642,Mylu,11,10.9999,0.999990909090909,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-08,-0.7607899935984728,0.5788014143595642,NA,140,0,NA,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-09,-0.37798939254544955,0.14287598087687794,Laci,10,9.993700000000002,0.99937,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-09,-0.37798939254544955,0.14287598087687794,Lano,5,4.997,0.9994,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-09,-0.37798939254544955,0.14287598087687794,Mylu,13,12.9997,0.9999769230769231,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-09,-0.37798939254544955,0.14287598087687794,NA,99,0,NA,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-10,0.0048112085075736185,2.3147727303348766e-5,Laci,8,7.9991,0.9998875,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-10,0.0048112085075736185,2.3147727303348766e-5,Lano,6,5.999700000000001,0.99995,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-10,0.0048112085075736185,2.3147727303348766e-5,Mylu,13,13,1,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-10,0.0048112085075736185,2.3147727303348766e-5,NA,90,0,NA,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-11,0.38761180956059677,0.15024291491084033,Laci,13,12.998000000000001,0.9998461538461538,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-11,0.38761180956059677,0.15024291491084033,Lano,5,4.9988,0.99976,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-11,0.38761180956059677,0.15024291491084033,Mylu,15,14.999600000000001,0.9999733333333334,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-11,0.38761180956059677,0.15024291491084033,NA,86,0,NA,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-12,0.77041241061362,0.593535282427489,Laci,12,11.9983,0.9998583333333333,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-12,0.77041241061362,0.593535282427489,Lano,6,5.996700000000001,0.99945,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-12,0.77041241061362,0.593535282427489,Mylu,32,31.9996,0.9999875,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-12,0.77041241061362,0.593535282427489,Myvo,2,2,1,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-12,0.77041241061362,0.593535282427489,NA,140,0,NA,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-13,1.153213011666643,1.329900250277249,Epfu,8,8,1,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-13,1.153213011666643,1.329900250277249,Laci,21,20.9986,0.9999333333333333,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-13,1.153213011666643,1.329900250277249,Lano,5,4.9971,0.99942,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-13,1.153213011666643,1.329900250277249,Mylu,87,86.994,0.9999310344827587,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-13,1.153213011666643,1.329900250277249,Myvo,2,2,1,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-13,1.153213011666643,1.329900250277249,NA,495,0,NA,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-14,1.5360136127196664,2.3593378184601215,Epfu,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-14,1.5360136127196664,2.3593378184601215,Laci,5,4.988,0.9976,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-14,1.5360136127196664,2.3593378184601215,Lano,4,3.9989,0.999725,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-14,1.5360136127196664,2.3593378184601215,Mylu,26,25.9995,0.9999807692307693,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-14,1.5360136127196664,2.3593378184601215,Myvo,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
CORA1,2020,2020-08-14,1.5360136127196664,2.3593378184601215,NA,203,0,NA,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-05,-1.9091917967575422,3.6450133168062924,Laci,20,19.994100000000003,0.999705,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-05,-1.9091917967575422,3.6450133168062924,Lano,80,79.98159999999999,0.99977,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-05,-1.9091917967575422,3.6450133168062924,Myci,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-05,-1.9091917967575422,3.6450133168062924,Mylu,32,31.9996,0.9999875,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-05,-1.9091917967575422,3.6450133168062924,Myvo,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-05,-1.9091917967575422,3.6450133168062924,NA,180,0,NA,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,Anpa,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,Epfu,8,8,1,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,Laci,66,65.9977,0.9999651515151515,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,Lano,501,500.78280000000024,0.9995664670658683,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,Mylu,204,203.99929999999998,0.999996568627451,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,NA,744,0,NA,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-07,-1.143590594651496,1.307799448175362,Epfu,5,5,1,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-07,-1.143590594651496,1.307799448175362,Laci,127,126.881,0.9990629921259843,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-07,-1.143590594651496,1.307799448175362,Lano,581,580.6221,0.9993495697074011,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-07,-1.143590594651496,1.307799448175362,Mylu,97,96.99969999999999,0.9999969072164948,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-07,-1.143590594651496,1.307799448175362,Myvo,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-07,-1.143590594651496,1.307799448175362,NA,488,0,NA,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-08,-0.7607899935984728,0.5788014143595642,Epfu,4,3.9999000000000002,0.9999750000000001,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-08,-0.7607899935984728,0.5788014143595642,Laci,234,233.95879999999988,0.9998239316239316,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-08,-0.7607899935984728,0.5788014143595642,Lano,359,358.69739999999996,0.9991571030640668,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-08,-0.7607899935984728,0.5788014143595642,Mylu,42,41.9996,0.9999904761904762,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-08,-0.7607899935984728,0.5788014143595642,NA,507,0,NA,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-09,-0.37798939254544955,0.14287598087687794,Epfu,3,2.9996,0.9998666666666667,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-09,-0.37798939254544955,0.14287598087687794,Laci,194,193.8986999999999,0.9994778350515464,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-09,-0.37798939254544955,0.14287598087687794,Lano,309,308.8497000000001,0.9995135922330097,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-09,-0.37798939254544955,0.14287598087687794,Mylu,51,50.999500000000005,0.9999901960784314,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-09,-0.37798939254544955,0.14287598087687794,NA,435,0,NA,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-10,0.0048112085075736185,2.3147727303348766e-5,Epfu,2,2,1,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-10,0.0048112085075736185,2.3147727303348766e-5,Laci,259,258.70429999999993,0.9988583011583012,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-10,0.0048112085075736185,2.3147727303348766e-5,Lano,483,482.6718000000002,0.9993204968944099,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-10,0.0048112085075736185,2.3147727303348766e-5,Mylu,23,22.9999,0.9999956521739131,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-10,0.0048112085075736185,2.3147727303348766e-5,NA,491,0,NA,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-11,0.38761180956059677,0.15024291491084033,Epfu,4,3.9999000000000002,0.9999750000000001,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-11,0.38761180956059677,0.15024291491084033,Laci,326,325.66289999999987,0.9989659509202454,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-11,0.38761180956059677,0.15024291491084033,Lano,400,399.3133999999999,0.9982835,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-11,0.38761180956059677,0.15024291491084033,Mylu,39,38.9999,0.999997435897436,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-11,0.38761180956059677,0.15024291491084033,Myvo,1,0.9999,0.9999,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-11,0.38761180956059677,0.15024291491084033,NA,533,0,NA,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-12,0.77041241061362,0.593535282427489,Epfu,10,9.9976,0.99976,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-12,0.77041241061362,0.593535282427489,Laci,309,308.90719999999993,0.9996996763754046,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-12,0.77041241061362,0.593535282427489,Lano,381,380.5145000000001,0.9987257217847769,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-12,0.77041241061362,0.593535282427489,Mylu,55,54.99979999999999,0.9999963636363637,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-12,0.77041241061362,0.593535282427489,Myvo,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-12,0.77041241061362,0.593535282427489,Myyu,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-12,0.77041241061362,0.593535282427489,NA,607,0,NA,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-13,1.153213011666643,1.329900250277249,Epfu,4,4,1,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-13,1.153213011666643,1.329900250277249,Laci,462,461.9083000000002,0.9998015151515152,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-13,1.153213011666643,1.329900250277249,Lano,147,146.56959999999998,0.9970721088435374,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-13,1.153213011666643,1.329900250277249,Mylu,123,122.99919999999999,0.9999934959349593,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-13,1.153213011666643,1.329900250277249,NA,669,0,NA,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-14,1.5360136127196664,2.3593378184601215,Epfu,7,6.9529000000000005,0.9932714285714286,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-14,1.5360136127196664,2.3593378184601215,Laci,216,215.9789999999999,0.9999027777777778,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-14,1.5360136127196664,2.3593378184601215,Lano,87,86.94409999999999,0.9993574712643678,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-14,1.5360136127196664,2.3593378184601215,Mylu,73,72.99959999999999,0.9999945205479452,Data_CumulativeSonoBatch_v430.xlsx
GSLA1,2020,2020-08-14,1.5360136127196664,2.3593378184601215,NA,371,0,NA,Data_CumulativeSonoBatch_v430.xlsx
SHLA1,2020,2020-08-05,-1.9091917967575422,3.6450133168062924,Laci,3,3,1,Data_CumulativeSonoBatch_v430.xlsx
SHLA1,2020,2020-08-05,-1.9091917967575422,3.6450133168062924,Lano,56,55.93429999999999,0.9988267857142857,Data_CumulativeSonoBatch_v430.xlsx
SHLA1,2020,2020-08-05,-1.9091917967575422,3.6450133168062924,Mylu,21,21,1,Data_CumulativeSonoBatch_v430.xlsx
SHLA1,2020,2020-08-05,-1.9091917967575422,3.6450133168062924,NA,167,0,NA,Data_CumulativeSonoBatch_v430.xlsx
SHLA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,Laci,90,89.98499999999999,0.9998333333333334,Data_CumulativeSonoBatch_v430.xlsx
SHLA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,Lano,192,191.79719999999998,0.99894375,Data_CumulativeSonoBatch_v430.xlsx
SHLA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,Mylu,132,131.99909999999997,0.9999931818181819,Data_CumulativeSonoBatch_v430.xlsx
SHLA1,2020,2020-08-06,-1.526391195704519,2.3298700823242715,Myvo,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
