site,year,date,jd,jd2,species,detections,weighted_detections,mean_confidence,source_file
AMLA1,2019,2019-06-28,1.5024107891689882,2.257238179411382,NA,140,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-28,-1.449551003351799,2.1011981113182077,Epfu,6,6,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-28,-1.449551003351799,2.1011981113182077,Laci,3,3,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-28,-1.449551003351799,2.1011981113182077,Lano,169,168.98039999999997,0.999884023668639,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-28,-1.449551003351799,2.1011981113182077,Mylu,3,3,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-28,-1.449551003351799,2.1011981113182077,NA,184,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-29,-1.0380525362802413,1.0775530680778418,Epfu,13,12.9626,0.9971230769230769,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-29,-1.0380525362802413,1.0775530680778418,Laci,3,3,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-29,-1.0380525362802413,1.0775530680778418,Lano,251,250.97320000000002,0.9998932270916334,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-29,-1.0380525362802413,1.0775530680778418,Mylu,6,6,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-29,-1.0380525362802413,1.0775530680778418,NA,336,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-30,-0.6265540692086835,0.39257000164195976,Epfu,4,3.9997,0.999925,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-30,-0.6265540692086835,0.39257000164195976,Laci,4,3.9988,0.9997,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-30,-0.6265540692086835,0.39257000164195976,Lano,134,133.951,0.999634328358209,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-30,-0.6265540692086835,0.39257000164195976,Mylu,16,15.9997,0.99998125,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-06-30,-0.6265540692086835,0.39257000164195976,NA,325,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-01,-0.21505560213712568,0.0462489120105617,Epfu,4,3.9994,0.99985,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-01,-0.21505560213712568,0.0462489120105617,Laci,6,5.9963999999999995,0.9994,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-01,-0.21505560213712568,0.0462489120105617,Lano,140,139.9927,0.9999478571428572,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-01,-0.21505560213712568,0.0462489120105617,Mylu,7,6.9999,0.9999857142857143,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-01,-0.21505560213712568,0.0462489120105617,NA,416,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-02,0.1964428649344321,0.038589799183647536,Epfu,32,31.999,0.99996875,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-02,0.1964428649344321,0.038589799183647536,Laci,4,4,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-02,0.1964428649344321,0.038589799183647536,Lano,75,74.9919,0.999892,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-02,0.1964428649344321,0.038589799183647536,Mylu,4,4,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-02,0.1964428649344321,0.038589799183647536,NA,312,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-03,0.6079413320059899,0.3695926631612172,Epfu,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-03,0.6079413320059899,0.3695926631612172,Lano,6,5.998,0.9996666666666667,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-03,0.6079413320059899,0.3695926631612172,Mylu,10,9.9999,0.99999,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-03,0.6079413320059899,0.3695926631612172,Myvo,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-03,0.6079413320059899,0.3695926631612172,NA,167,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-04,1.0194397990775477,1.0392575039432708,Laci,4,3.9996,0.9999,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-04,1.0194397990775477,1.0392575039432708,Lano,43,42.9946,0.9998744186046512,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-04,1.0194397990775477,1.0392575039432708,Mylu,4,4,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-04,1.0194397990775477,1.0392575039432708,NA,252,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-05,1.4309382661491055,2.047584321529808,Epfu,3,2.9893,0.9964333333333333,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-05,1.4309382661491055,2.047584321529808,Laci,5,5,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-05,1.4309382661491055,2.047584321529808,Lano,58,57.987899999999996,0.9997913793103448,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-05,1.4309382661491055,2.047584321529808,NA,551,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-06,1.8424367332206633,3.3945731159208297,Laci,2,2,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-06,1.8424367332206633,3.3945731159208297,Mylu,5,5,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-06,1.8424367332206633,3.3945731159208297,NA,101,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-06,-1.5027998904948028,2.258407510871191,Laci,2,1.9997,0.99985,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-06,-1.5027998904948028,2.258407510871191,Lano,67,66.9988,0.9999820895522388,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-06,-1.5027998904948028,2.258407510871191,NA,225,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-07,-1.0359174755357423,1.0731250161203454,Epfu,11,10.9999,0.999990909090909,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-07,-1.0359174755357423,1.0731250161203454,Laci,5,5,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-07,-1.0359174755357423,1.0731250161203454,Lano,30,29.9403,0.99801,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-07,-1.0359174755357423,1.0731250161203454,Myev,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-07,-1.0359174755357423,1.0731250161203454,Mylu,8,7.9999,0.9999875,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-07,-1.0359174755357423,1.0731250161203454,NA,233,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-08,-0.5690350605766817,0.32380090016550783,Laci,4,4,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-08,-0.5690350605766817,0.32380090016550783,Lano,8,7.9945,0.9993125,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-08,-0.5690350605766817,0.32380090016550783,Mylu,8,8,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-08,-0.5690350605766817,0.32380090016550783,NA,216,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-09,-0.10215264561762123,0.01043516300667931,Laci,4,3.9998,0.99995,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-09,-0.10215264561762123,0.01043516300667931,Lano,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-09,-0.10215264561762123,0.01043516300667931,Mylu,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-09,-0.10215264561762123,0.01043516300667931,NA,143,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-10,0.3647297693414393,0.13302780464385952,Laci,10,9.999500000000001,0.99995,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-10,0.3647297693414393,0.13302780464385952,Lano,2,2,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-10,0.3647297693414393,0.13302780464385952,Mylu,3,2.9997,0.9999,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-10,0.3647297693414393,0.13302780464385952,NA,271,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-11,0.8316121843004999,0.6915788250770486,Laci,11,11,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-11,0.8316121843004999,0.6915788250770486,Lano,2,2,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-11,0.8316121843004999,0.6915788250770486,Mylu,12,11.9999,0.9999916666666666,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-11,0.8316121843004999,0.6915788250770486,NA,312,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-12,1.2984945992595605,1.6860882243062465,Laci,10,9.998899999999999,0.99989,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-12,1.2984945992595605,1.6860882243062465,Lano,2,1.9452,0.9726,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-12,1.2984945992595605,1.6860882243062465,Mylu,11,10.9999,0.999990909090909,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-12,1.2984945992595605,1.6860882243062465,NA,366,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-06,NA,NA,Laci,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-06,NA,NA,Lano,69,68.9932,0.9999014492753623,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-06,NA,NA,Mylu,2,2,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-06,NA,NA,NA,150,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-12,-1.4357928491905447,2.0615011057867023,Laci,2,2,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-12,-1.4357928491905447,2.0615011057867023,Lano,3,3,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-12,-1.4357928491905447,2.0615011057867023,NA,192,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-13,-1.016694547963469,1.0336678038586427,Epfu,2,2,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-13,-1.016694547963469,1.0336678038586427,Laci,10,9.999099999999999,0.99991,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-13,-1.016694547963469,1.0336678038586427,Lano,12,11.9998,0.9999833333333333,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-13,-1.016694547963469,1.0336678038586427,Mylu,4,3.9996,0.9999,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-13,-1.016694547963469,1.0336678038586427,Myvo,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-13,-1.016694547963469,1.0336678038586427,NA,471,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-14,-0.5975962467363932,0.35712127411342415,Laci,14,13.9997,0.9999785714285714,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-14,-0.5975962467363932,0.35712127411342415,Lano,9,8.9816,0.9979555555555556,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-14,-0.5975962467363932,0.35712127411342415,Mylu,13,12.999400000000001,0.9999538461538462,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-14,-0.5975962467363932,0.35712127411342415,NA,302,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-15,-0.1784979455093175,0.03186151655104728,Laci,10,9.9991,0.99991,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-15,-0.1784979455093175,0.03186151655104728,Lano,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-15,-0.1784979455093175,0.03186151655104728,Mylu,5,4.9998000000000005,0.99996,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-15,-0.1784979455093175,0.03186151655104728,NA,154,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-16,0.24060035571775826,0.05788853117151181,Laci,14,13.9986,0.9999,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-16,0.24060035571775826,0.05788853117151181,Lano,2,2,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-16,0.24060035571775826,0.05788853117151181,Mylu,4,4,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-16,0.24060035571775826,0.05788853117151181,NA,153,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-17,0.659698656944834,0.43520231797481773,Laci,17,16.9993,0.9999588235294118,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-17,0.659698656944834,0.43520231797481773,Lano,4,3.998,0.9995,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-17,0.659698656944834,0.43520231797481773,Mylu,5,5,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-17,0.659698656944834,0.43520231797481773,NA,200,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-18,1.0787969581719097,1.163802876960965,Epfu,2,1.9949,0.99745,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-18,1.0787969581719097,1.163802876960965,Laci,13,12.9993,0.9999461538461538,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-18,1.0787969581719097,1.163802876960965,Lano,20,19.9933,0.999665,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-18,1.0787969581719097,1.163802876960965,Mylu,9,8.9992,0.9999111111111111,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-18,1.0787969581719097,1.163802876960965,NA,292,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-19,1.4978952593989856,2.2436902081299546,Epfu,1,0.999,0.999,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-19,1.4978952593989856,2.2436902081299546,Laci,8,7.9994,0.999925,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-19,1.4978952593989856,2.2436902081299546,Lano,11,10.996,0.9996363636363637,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-19,1.4978952593989856,2.2436902081299546,Mylu,5,4.9994,0.99988,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-19,1.4978952593989856,2.2436902081299546,NA,289,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-12,-1.4357928491905447,2.0615011057867023,Laci,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-12,-1.4357928491905447,2.0615011057867023,Lano,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-12,-1.4357928491905447,2.0615011057867023,NA,195,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-13,-1.016694547963469,1.0336678038586427,Epfu,2,2,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-13,-1.016694547963469,1.0336678038586427,Laci,14,13.999,0.9999285714285714,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-13,-1.016694547963469,1.0336678038586427,Lano,11,11,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-13,-1.016694547963469,1.0336678038586427,Mylu,5,5,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-13,-1.016694547963469,1.0336678038586427,Myvo,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-13,-1.016694547963469,1.0336678038586427,NA,467,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-14,-0.5975962467363932,0.35712127411342415,Laci,19,18.9983,0.9999105263157895,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-14,-0.5975962467363932,0.35712127411342415,Lano,9,9,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-14,-0.5975962467363932,0.35712127411342415,Mylu,17,16.9999,0.9999941176470588,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-14,-0.5975962467363932,0.35712127411342415,NA,293,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-15,-0.1784979455093175,0.03186151655104728,Laci,10,9.9997,0.99997,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-15,-0.1784979455093175,0.03186151655104728,Lano,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-15,-0.1784979455093175,0.03186151655104728,Mylu,7,6.9999,0.9999857142857143,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-15,-0.1784979455093175,0.03186151655104728,NA,152,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-16,0.24060035571775826,0.05788853117151181,Laci,20,19.9982,0.99991,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-16,0.24060035571775826,0.05788853117151181,Lano,2,2,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-16,0.24060035571775826,0.05788853117151181,Mylu,5,5,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-16,0.24060035571775826,0.05788853117151181,NA,146,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-17,0.659698656944834,0.43520231797481773,Laci,17,16.9994,0.999964705882353,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-17,0.659698656944834,0.43520231797481773,Lano,4,3.9972,0.9993000000000001,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-17,0.659698656944834,0.43520231797481773,Mylu,8,8,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-17,0.659698656944834,0.43520231797481773,NA,197,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-18,1.0787969581719097,1.163802876960965,Epfu,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-18,1.0787969581719097,1.163802876960965,Laci,13,12.9998,0.9999846153846154,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-18,1.0787969581719097,1.163802876960965,Lano,22,21.957900000000002,0.9980863636363636,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-18,1.0787969581719097,1.163802876960965,Mylu,11,11,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-18,1.0787969581719097,1.163802876960965,NA,289,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-19,1.4978952593989856,2.2436902081299546,Epfu,1,0.9994,0.9994,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-19,1.4978952593989856,2.2436902081299546,Laci,8,7.9996,0.99995,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-19,1.4978952593989856,2.2436902081299546,Lano,14,13.9997,0.9999785714285714,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-19,1.4978952593989856,2.2436902081299546,Mylu,9,8.9999,0.9999888888888889,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-19,1.4978952593989856,2.2436902081299546,NA,282,0,NA,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-19,-2.0674393217785236,4.274305349236042,Epfu,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-19,-2.0674393217785236,4.274305349236042,Laci,7,6.9998000000000005,0.9999714285714286,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-19,-2.0674393217785236,4.274305349236042,Lano,4,4,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-19,-2.0674393217785236,4.274305349236042,Mylu,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-19,-2.0674393217785236,4.274305349236042,NA,92,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-20,-1.5471837076945119,2.3937774253553368,Laci,12,11.998700000000001,0.9998916666666666,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-20,-1.5471837076945119,2.3937774253553368,Lano,3,2.9988,0.9996,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-20,-1.5471837076945119,2.3937774253553368,Mylu,2,2,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-20,-1.5471837076945119,2.3937774253553368,Myvo,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-20,-1.5471837076945119,2.3937774253553368,NA,187,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-21,-1.0269280936105,1.054581309446496,Laci,9,8.9945,0.9993888888888889,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-21,-1.0269280936105,1.054581309446496,Lano,2,2,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-21,-1.0269280936105,1.054581309446496,Mylu,12,11.9998,0.9999833333333333,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-21,-1.0269280936105,1.054581309446496,NA,245,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-22,-0.5066724795264883,0.2567170015095197,Laci,23,22.998200000000004,0.9999217391304348,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-22,-0.5066724795264883,0.2567170015095197,Lano,10,9.9942,0.99942,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-22,-0.5066724795264883,0.2567170015095197,Mylu,20,19.9997,0.999985,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-22,-0.5066724795264883,0.2567170015095197,NA,337,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-23,0.013583134557523443,1.8450154440778757e-4,Epfu,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-23,0.013583134557523443,1.8450154440778757e-4,Laci,18,17.999000000000002,0.9999444444444444,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-23,0.013583134557523443,1.8450154440778757e-4,Lano,17,16.9999,0.9999941176470588,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-23,0.013583134557523443,1.8450154440778757e-4,Mylu,16,15.9999,0.99999375,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-23,0.013583134557523443,1.8450154440778757e-4,NA,293,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-24,0.5338387486415351,0.28498380955116015,Epfu,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-24,0.5338387486415351,0.28498380955116015,Laci,39,38.9947,0.9998641025641025,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-24,0.5338387486415351,0.28498380955116015,Lano,14,13.977800000000002,0.9984142857142857,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-24,0.5338387486415351,0.28498380955116015,Mylu,14,13.999500000000001,0.99996428571428575,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-24,0.5338387486415351,0.28498380955116015,NA,450,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-25,1.0540943627255468,1.1111149255297765,Epfu,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-25,1.0540943627255468,1.1111149255297765,Laci,20,19.999000000000002,0.99995,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-25,1.0540943627255468,1.1111149255297765,Lano,3,3,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-25,1.0540943627255468,1.1111149255297765,Mylu,16,15.9999,0.99999375,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-25,1.0540943627255468,1.1111149255297765,Myvo,1,1,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-25,1.0540943627255468,1.1111149255297765,NA,325,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-26,1.5743499768095586,2.4785778494802577,Epfu,1,0.997,0.997,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-26,1.5743499768095586,2.4785778494802577,Laci,58,57.9984,0.9999724137931034,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-26,1.5743499768095586,2.4785778494802577,Lano,8,8,1,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-26,1.5743499768095586,2.4785778494802577,Mylu,8,7.9999,0.9999875,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-26,1.5743499768095586,2.4785778494802577,NA,141,0,NA,Data_CumulativeSonoBatch_v4.4.5.xlsx
AMLA1,2019,2019-07-19,-2.2591917788596434,5.1039474936669995,Anpa,1,0.9995,0.9995,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-19,-2.2591917788596434,5.1039474936669995,Epfu,1,1,1,Data_CumulativeSonoBatch_v430.xlsx
AMLA1,2019,2019-07-19,-2.2591917788596434,5.1039474936669995,Laci,10,9.999500000000001,0.99995,Data_CumulativeSonoBatch_v430.xlsx
